
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 07월 28일~08월 26일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
장수,248,08-03,      24.7,      29.9,      20.5,       8.4,      79.8,       6.0,,,     963.2,    1008.4,       1.6
영광군,252,08-03,      27.8,      32.5,      24.1,       2.6,      78.8,       7.7,,,    1003.3,    1007.5,       2.3
김해시,253,08-03,      28.5,      33.4,      25.0,       3.2,      73.1,       7.7,,,    1002.4,    1009.0,       2.1
순창군,254,08-03,      27.6,      33.0,      23.2,       4.8,      75.4,       7.8,,,     993.6,    1007.9,       1.5
양산시,257,08-03,      28.8,      33.9,      25.1,       4.9,      71.9,       7.1,,,    1007.9,    1009.6,       2.7
강진군,259,08-03,      27.6,      31.8,      24.2,       6.0,      80.6,       7.5,,,    1006.8,    1008.2,       2.4
장흥,260,08-03,      26.6,      30.9,      23.0,      10.2,      80.5,       6.6,,,    1003.5,    1008.5,       1.9
해남,261,08-03,      27.0,      31.4,      23.4,       7.8,      80.4,       7.6,,,    1006.5,    1008.5,       2.4
고흥,262,08-03,      26.6,      30.9,      23.0,       7.9,      76.8,       7.0,,,    1002.9,    1008.8,       1.5
의령군,263,08-03,      27.3,      32.9,      23.0,       6.1,      81.4,       6.9,,,    1006.6,    1008.2,       1.2
함양군,264,08-03,      27.3,      33.4,      22.7,       4.7,      83.0,       6.9,,,     991.0,    1007.9,       0.9
진도군,268,08-03,      27.6,      31.8,      24.3,       5.3,,,,,,,       2.0
봉화,271,08-03,      24.4,      30.1,      20.0,       7.9,      79.2,       5.7,,,     972.9,    1008.3,       1.1
영주,272,08-03,      25.7,      31.2,      21.6,      10.0,      77.1,       6.0,,,     985.1,    1008.3,       1.5
문경,273,08-03,      25.6,      31.0,      21.7,       7.8,      79.4,       5.9,,,     989.3,    1008.6,       1.2
청송군,276,08-03,      26.3,      32.9,      21.5,       2.8,      79.1,       6.7,,,     985.3,    1008.4,       1.1
영덕,277,08-03,      25.9,      30.8,      22.2,       4.3,      78.2,       7.1,,,    1005.1,    1009.8,       2.0
의성,278,08-03,      26.6,      32.7,      21.8,       5.8,      74.8,       6.2,,,     999.7,    1008.6,       1.0
구미,279,08-03,      27.1,      32.4,      22.9,       6.8,      76.0,       6.6,,,    1003.6,    1008.8,       1.1
영천,281,08-03,      26.8,      32.2,      22.4,       5.6,      73.4,       6.9,,,     998.6,    1009.1,       1.6
경주시,283,08-03,      27.6,      33.6,      23.2,       3.5,      78.1,       7.1,,,    1004.3,    1008.7,       2.0
경주시,283,08-03,      27.6,      33.6,      23.2,       3.5,      78.1,       7.1,,,    1004.3,    1008.7,       2.0
거창,284,08-03,      25.8,      31.5,      21.6,       7.2,      79.0,       6.7,,,     983.7,    1008.8,       1.1
합천,285,08-03,      27.1,      32.7,      22.7,       9.2,      72.9,       6.5,,,    1005.1,    1008.8,       1.3
밀양,288,08-03,      27.3,      32.8,      23.0,       6.2,      75.4,       6.5,,,    1007.9,    1009.2,       1.5
산청,289,08-03,      26.4,      31.7,      22.5,      10.3,      76.4,       6.7,,,     993.5,    1009.2,       1.3
거제,294,08-03,      26.9,      30.7,      24.0,      10.4,      76.6,       6.6,,,    1004.3,    1008.7,       1.9
남해,295,08-03,      27.0,      31.4,      23.7,      10.4,      77.4,       7.2,,,    1004.2,    1009.4,       1.4
강남,400,08-03,      28.2,      32.2,      24.9,      13.2,,,,,,,       1.6
서초,401,08-03,      28.4,      33.3,      24.9,      13.5,,,,,,,       1.2
강동,402,08-03,      27.7,      32.2,      23.9,      14.4,,,,,,,       1.5
송파,403,08-03,      28.2,      32.6,      24.9,      12.9,,,,,,,       1.7
강서,404,08-03,      27.5,      31.5,      24.4,      12.8,,,,,,,       1.9
양천,405,08-03,      28.4,      32.6,      25.2,      11.8,,,,,,,       1.6
도봉,406,08-03,      27.0,      31.7,      23.5,      15.9,,,,,,,       1.0
노원,407,08-03,      26.9,      31.7,      23.1,      13.7,,,,,,,       1.4
동대문,408,08-03,      28.2,      32.7,      24.8,      14.4,,,,,,,       1.8
중랑,409,08-03,      28.3,      32.2,      24.9,      14.4,,,,,,,       2.2
기상청,410,08-03,      27.7,      31.6,      24.4,      12.4,,,,,,,       1.5
마포,411,08-03,      28.0,      31.9,      24.7,      14.1,,,,,,,       2.2
서대문,412,08-03,      26.9,      31.6,      23.7,      14.2,,,,,,,       1.4
광진,413,08-03,      28.0,      32.4,      24.6,      14.7,,,,,,,       1.7
성북,414,08-03,      27.2,      31.4,      24.1,      15.1,,,,,,,       1.7
용산,415,08-03,      28.3,      32.6,      25.1,      11.4,,,,,,,       1.9
은평,416,08-03,      27.0,      31.4,      23.6,      12.5,,,,,,,       1.7
금천,417,08-03,      27.7,      31.4,      24.8,      11.0,,,,,,,       2.2
중구,419,08-03,      26.6,      31.2,      23.3,      14.3,,,,,,,       1.5
성동,421,08-03,      28.4,      32.3,      25.2,       6.6,,,,,,,       2.1
구로,423,08-03,      27.9,      32.3,      24.5,       5.7,,,,,,,       2.1
강북,424,08-03,      28.7,      33.0,      25.3,       8.2,,,,,,,       1.7
남현,425,08-03,      27.6,      32.1,      24.2,       8.6,,,,,,,       1.2
부천,433,08-03,      28.3,      32.2,      25.2,       5.4,,,,,,,       1.3
안양,434,08-03,      28.0,      31.9,      24.9,       7.0,,,,,,,       2.1
광명,437,08-03,      28.6,      32.6,      25.5,       5.0,,,,,,,       2.0
군포,438,08-03,      28.1,      32.2,      24.9,       6.3,,,,,,,       1.5
김포,441,08-03,      27.3,      31.5,      24.0,       5.5,,,,,,,       1.7
하남,444,08-03,      27.4,      32.2,      23.8,       6.7,,,,,,,       0.8
의왕,445,08-03,      26.9,      31.5,      23.5,       6.2,,,,,,,       0.9
포천,504,08-03,      26.7,      31.9,      22.9,      20.7,,,,,,,       1.4
가평조종,505,08-03,      25.2,      30.9,      21.6,      15.5,,,,,,,       1.0
영등포,510,08-03,      28.3,      32.6,      25.4,      12.8,,,,,,,       1.7
인천연수,512,08-03,      27.6,      31.8,      24.4,       9.3,,,,,,,       1.8
안성,516,08-03,      27.8,      32.7,      23.8,      11.9,,,,,,,       1.1
간성,517,08-03,      25.0,      28.8,      21.9,      11.5,,,,,,,       1.3
평창,526,08-03,      24.9,      30.4,      21.0,       9.1,,,,,,,       1.0
의정부,532,08-03,      26.6,      31.5,      23.1,      15.5,,,,,,,       1.0
횡성,536,08-03,      26.3,      32.0,      22.4,      10.6,,,,,,,       0.9
고양,540,08-03,      26.9,      32.1,      23.3,      12.2,,,,,,,       1.3
남양주,541,08-03,      26.4,      31.7,      22.6,      16.1,,,,,,,       1.0
안산,545,08-03,      26.7,      31.9,      23.0,       8.7,,,,,,,       1.5
경기광주,546,08-03,      26.6,      31.7,      23.2,      11.1,,,,,,,       1.5
여주,548,08-03,      26.7,      32.0,      23.0,      10.1,,,,,,,       1.0
용인,549,08-03,      26.6,      31.7,      22.8,      10.2,,,,,,,       1.3
오산,550,08-03,      27.2,      32.5,      23.6,       8.7,,,,,,,       1.1
평택,551,08-03,      27.8,      32.9,      24.1,       8.0,,,,,,,       1.7
화천,555,08-03,      25.7,      31.8,      22.0,      16.1,,,,,,,       0.8
양구,556,08-03,      25.2,      31.3,      21.6,      14.4,,,,,,,       0.9
시흥,565,08-03,      27.7,      31.8,      24.4,       8.2,,,,,,,       1.7
구리,569,08-03,      27.4,      32.1,      23.9,      15.2,,,,,,,       1.3
금곡,570,08-03,      26.7,      30.7,      23.4,      11.4,,,,,,,       1.5
화성,571,08-03,      27.0,      31.4,      23.7,       9.3,,,,,,,       1.5
성남,572,08-03,      27.9,      32.3,      24.3,      11.5,,,,,,,       1.3
과천,590,08-03,      27.2,      32.1,      23.6,      13.6,,,,,,,       1.7
진부령,595,08-03,      22.9,      27.2,      19.8,       8.7,,,,,,,       2.5
양주,598,08-03,      26.6,      31.5,      22.8,      17.9,,,,,,,       1.4
단양,601,08-03,      26.7,      32.7,      22.7,       8.5,,,,,,,       0.9
진천,602,08-03,      26.3,      31.9,      22.3,       8.9,,,,,,,       1.1
괴산,603,08-03,      26.2,      31.8,      22.3,      10.0,,,,,,,       1.0
옥천,604,08-03,      26.9,      32.6,      22.9,       6.0,,,,,,,       1.0
홍북,608,08-03,      27.0,      31.8,      22.8,       8.6,,,,,,,       1.7
세종연서,611,08-03,      26.2,      31.7,      21.8,       9.7,,,,,,,       1.1
공주,612,08-03,      27.5,      32.7,      23.6,       7.9,,,,,,,       1.3
서천,614,08-03,      27.3,      31.9,      24.0,       3.8,,,,,,,       1.9
논산,615,08-03,      27.3,      32.7,      23.4,       7.8,,,,,,,       1.4
당진,616,08-03,      26.7,      31.1,      23.2,       8.4,,,,,,,       2.1
청양,618,08-03,      26.7,      31.9,      22.6,       6.9,,,,,,,       1.2
음성,619,08-03,      26.2,      32.1,      22.0,       9.3,,,,,,,       1.2
증평,623,08-03,      27.1,      32.6,      23.0,       8.1,,,,,,,       1.2
태안,627,08-03,      27.1,      31.1,      24.1,       8.4,,,,,,,       1.9
예산,628,08-03,      27.8,      32.6,      23.9,       9.0,,,,,,,       1.9
아산,634,08-03,      27.4,      32.3,      23.9,      10.4,,,,,,,       2.0
계룡,636,08-03,      26.8,      32.0,      22.5,      10.6,,,,,,,       1.0
오월드,642,08-03,      28.2,      33.2,      24.3,       9.6,,,,,,,       1.2
세천,643,08-03,      26.9,      32.6,      22.8,       8.1,,,,,,,       0.9
장동,648,08-03,      27.0,      32.5,      23.0,       8.3,,,,,,,       1.1
부평,649,08-03,      28.5,      33.6,      24.5,       6.2,,,,,,,       0.6
연천청산,652,08-03,      26.9,      32.1,      23.1,      14.9,,,,,,,       1.0
양양,670,08-03,      25.7,      29.2,      22.6,       6.0,,,,,,,       1.5
사북,674,08-03,      23.3,      28.2,      19.5,       7.4,,,,,,,       2.2
무안,699,08-03,      27.5,      32.3,      24.1,       4.3,,,,,,,       2.0
무주,701,08-03,      26.3,      32.4,      21.5,       5.6,,,,,,,       1.2
익산,702,08-03,      27.6,      32.9,      23.7,       6.0,,,,,,,       1.5
진안,703,08-03,      25.2,      30.7,      21.1,       7.7,,,,,,,       1.4
담양,706,08-03,      27.1,      32.0,      23.0,       8.2,,,,,,,       1.5
광산,708,08-03,      28.1,      33.1,      23.7,       7.6,,,,,,,       1.8
구례,709,08-03,      27.6,      33.2,      23.5,       7.7,,,,,,,       1.2
나주,710,08-03,      28.0,      33.2,      23.9,       6.2,,,,,,,       1.5
순천시,712,08-03,      27.7,      31.9,      24.5,       8.0,,,,,,,       1.7
광양읍,713,08-03,      27.6,      32.8,      23.8,      10.2,,,,,,,       1.1
조선대,722,08-03,      27.7,      32.4,      24.2,       7.2,,,,,,,       1.9
거문도,723,08-03,      27.3,      30.2,      25.1,       3.6,,,,,,,       2.8
추자도,724,08-03,      26.8,      29.4,      24.7,       2.9,,,,,,,       3.7
장성,730,08-03,      27.2,      32.6,      23.2,       7.9,,,,,,,       1.6
영암,731,08-03,      27.9,      32.4,      24.1,       7.7,,,,,,,       2.0
보성,732,08-03,      26.3,      30.8,      22.7,      11.4,,,,,,,       1.8
완주,734,08-03,      27.7,      33.5,      23.5,       7.2,,,,,,,       1.5
김제,737,08-03,      28.0,      33.1,      24.4,       6.5,,,,,,,       2.2
화순,741,08-03,      27.5,      33.2,      23.3,       8.1,,,,,,,       1.0
함평,754,08-03,      28.0,      32.8,      24.2,       5.6,,,,,,,       1.7
곡성,768,08-03,      27.3,      32.8,      23.1,       8.5,,,,,,,       1.2
성판악,782,08-03,      22.4,      25.6,      19.8,      15.0,,,,,,,       2.7
풍암,788,08-03,      28.7,      34.0,      24.7,       3.5,,,,,,,       1.4
압해도,789,08-03,      27.6,      31.8,      24.4,       3.9,,,,,,,       2.6
영양,801,08-03,      25.3,      31.0,      21.2,       3.9,,,,,,,       1.2
성주,810,08-03,      27.3,      33.0,      23.3,       7.0,,,,,,,       1.2
고령,812,08-03,      27.0,      32.7,      22.9,       7.5,,,,,,,       1.0
청도,813,08-03,      27.4,      33.2,      22.9,       7.0,,,,,,,       1.4
예천,815,08-03,      26.5,      32.5,      22.4,       8.3,,,,,,,       1.0
김천,822,08-03,      27.4,      33.5,      22.9,       7.3,,,,,,,       0.8
군위,823,08-03,      26.9,      33.3,      22.3,       5.8,,,,,,,       1.3
칠곡,825,08-03,      27.5,      33.4,      23.6,       5.9,,,,,,,       1.7
경산,827,08-03,      28.2,      34.1,      24.3,       4.8,,,,,,,       1.9
달성,828,08-03,      27.9,      33.9,      24.0,       8.1,,,,,,,       1.7
대구서구,846,08-03,      28.6,      33.9,      24.6,       5.2,,,,,,,       2.0
신암,860,08-03,      28.1,      33.0,      24.4,       4.9,      71.2,       5.6,       6.0,,    1002.3,    1009.0,       2.3
완산,864,08-03,      27.9,      32.8,      24.2,       9.7,      75.0,       5.6,       5.9,       5.0,    1001.8,    1007.9,       1.8
삼척,876,08-03,      26.4,      30.1,      23.2,       2.6,,,,,,,       1.6
울기,901,08-03,      24.9,      27.9,      22.9,       3.6,,,,,,,       2.7
삼천포,907,08-03,      27.1,      31.0,      24.2,       8.5,,,,,,,       1.7
영도,910,08-03,      25.6,      28.8,      23.5,       6.3,,,,,,,       3.8
고성,918,08-03,      27.9,      32.2,      24.2,       9.3,,,,,,,       2.2
창녕,919,08-03,      28.1,      33.9,      23.7,       6.0,,,,,,,       1.9
함안,920,08-03,      27.3,      33.5,      23.0,       7.3,,,,,,,       1.3
가덕도,921,08-03,      26.4,      30.1,      24.1,       5.2,,,,,,,       3.7
기장,923,08-03,      26.8,      30.8,      23.5,       6.2,,,,,,,       1.8
간절곶,924,08-03,      25.1,      27.6,      22.9,       4.9,,,,,,,       3.6
하동,932,08-03,      28.1,      33.2,      24.2,      11.7,,,,,,,       1.3
해운대,937,08-03,      27.1,      30.9,      24.2,       6.3,,,,,,,       2.4
부산진,938,08-03,      27.9,      31.9,      25.1,       7.0,,,,,,,       2.1
동래,940,08-03,      27.9,      32.3,      24.8,       6.6,,,,,,,       1.9
북구,941,08-03,      27.5,      31.8,      24.3,       7.5,,,,,,,       2.2
부산남구,942,08-03,      27.7,      31.1,      25.2,       5.9,,,,,,,       2.1
정자,949,08-03,      26.4,      30.6,      22.6,       4.1,,,,,,,       2.4
속초,90,08-04,      24.9,      28.3,      22.1,       9.3,      84.4,       5.2,,,    1006.1,    1008.2,       1.6
철원,95,08-04,      25.3,      30.0,      21.6,      15.2,      82.0,       5.5,,,     990.5,    1007.9,       1.7
동두천,98,08-04,      26.3,      31.3,      22.6,      14.5,      79.1,       5.5,,,     995.3,    1007.9,       1.7
파주,99,08-04,      26.5,      31.5,      22.9,      11.1,      84.0,       6.1,,,    1004.3,    1007.7,       1.4
대관령,100,08-04,      21.1,      25.2,      17.9,       8.6,      86.4,       5.3,,,     919.7,    1008.7,       3.1
춘천,101,08-04,      26.4,      31.1,      22.7,      12.0,      80.4,       5.6,,,     999.6,    1008.2,       1.2
백령도,102,08-04,      24.9,      27.9,      22.5,       4.6,      86.1,       5.8,       6.6,,     991.9,    1007.1,       3.9
강릉,105,08-04,      26.2,      29.9,      23.1,       6.6,      75.8,       5.4,,,    1005.6,    1008.6,       1.8
동해,106,08-04,      25.2,      28.9,      22.3,       5.6,      82.8,       5.9,,,    1003.9,    1008.1,       1.5
서울,108,08-04,      27.2,      31.1,      24.2,      13.6,      74.4,       5.3,       6.3,       4.4,     998.3,    1008.0,       2.2
인천,112,08-04,      26.6,      30.2,      23.9,      10.5,      81.3,       6.4,       6.1,       4.5,     999.9,    1007.8,       2.6
원주,114,08-04,      26.7,      31.6,      22.9,      10.8,      75.6,       5.5,,,     991.4,    1008.2,       0.9
울릉도,115,08-04,      24.8,      27.8,      22.5,       1.8,      83.2,       6.4,       6.0,       4.8,     984.3,    1009.3,       3.4
수원,119,08-04,      27.2,      31.5,      23.8,      10.9,      77.9,       5.9,       6.1,       4.6,    1004.3,    1008.3,       1.8
영월,121,08-04,      25.9,      31.6,      21.9,      13.0,      79.5,       5.7,,,     981.4,    1008.3,       1.1
충주,127,08-04,      26.5,      31.6,      22.5,       9.9,      74.9,       5.9,,,     997.4,    1008.4,       1.3
서산,129,08-04,      26.5,      30.8,      23.1,       9.0,      82.0,       6.5,,,    1005.3,    1008.2,       2.5
울진,130,08-04,      24.9,      28.6,      22.1,       4.6,      83.5,       6.4,,,    1003.1,    1008.7,       2.5
청주,131,08-04,      27.5,      32.0,      23.9,       9.0,      72.0,       6.3,       5.9,       5.1,    1001.8,    1008.3,       1.8
대전,133,08-04,      27.3,      31.7,      23.7,       9.7,      76.9,       6.7,       5.8,       4.7,    1000.5,    1008.3,       1.9
추풍령,135,08-04,      25.5,      30.7,      21.6,       6.7,      78.6,       5.8,,,     981.1,    1008.6,       1.6
안동,136,08-04,      26.5,      31.7,      22.5,       5.1,      75.7,       6.3,       5.9,       5.1,     993.0,    1008.9,       1.4
